Case ID,Activity,Resource,Complete Timestamp,concept:name,customer,lifecycle:transition,org:resource,product,responsible_section,seriousness,service_level,service_type,support_section,workgroup
Case1672,Resolve ticket,Value 2,2011/05/11 10:42:05.000,Resolve ticket,Value 58,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case99,Start,Start,2011/05/11 11:16:32.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case99,Assign seriousness,Value 8,2011/05/11 11:16:32.000,Assign seriousness,Value 9,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case99,Take in charge ticket,Value 8,2011/05/11 11:17:55.000,Take in charge ticket,Value 9,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case828,Closed,Value 5,2011/05/11 11:25:06.000,Closed,Value 71,complete,Value 5,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case3908,Resolve ticket,Value 2,2011/05/11 11:40:06.000,Resolve ticket,Value 22,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4164,Take in charge ticket,Value 2,2011/05/11 11:53:42.000,Take in charge ticket,Value 58,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4164,Resolve ticket,Value 2,2011/05/11 11:54:17.000,Resolve ticket,Value 58,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2657,Start,Start,2011/05/11 14:19:23.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2657,Assign seriousness,Value 8,2011/05/11 14:19:23.000,Assign seriousness,Value 16,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2710,Wait,Value 2,2011/05/11 14:53:25.000,Wait,Value 22,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case571,Take in charge ticket,Value 13,2011/05/11 14:53:50.000,Take in charge ticket,Value 198,complete,Value 13,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3526,Wait,Value 2,2011/05/11 15:20:58.000,Wait,Value 30,complete,Value 2,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case4281,Start,Start,2011/05/11 17:06:46.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4281,Assign seriousness,Value 2,2011/05/11 17:06:46.000,Assign seriousness,Value 254,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4281,Take in charge ticket,Value 2,2011/05/11 17:06:58.000,Take in charge ticket,Value 254,complete,Value 2,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2781,Resolve ticket,Value 6,2011/05/12 08:41:53.000,Resolve ticket,Value 92,complete,Value 6,Value 3,Value 1,Value 4,Value 2,Value 2,Value 1,Value 2
Case1241,Start,Start,2011/05/12 09:15:54.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1241,Assign seriousness,Value 8,2011/05/12 09:15:54.000,Assign seriousness,Value 107,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2588,Start,Start,2011/05/12 09:39:52.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2588,Assign seriousness,Value 8,2011/05/12 09:39:52.000,Assign seriousness,Value 132,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2588,Take in charge ticket,Value 8,2011/05/12 09:42:48.000,Take in charge ticket,Value 132,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4569,Wait,Value 2,2011/05/12 09:49:06.000,Wait,Value 22,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case711,Start,Start,2011/05/12 11:00:48.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case711,Assign seriousness,Value 8,2011/05/12 11:00:48.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case711,Take in charge ticket,Value 8,2011/05/12 11:01:22.000,Take in charge ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case123,Take in charge ticket,Value 9,2011/05/12 14:45:43.000,Take in charge ticket,Value 73,complete,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case123,Resolve ticket,Value 9,2011/05/12 14:45:54.000,Resolve ticket,Value 73,complete,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case2588,Resolve ticket,Value 13,2011/05/12 16:21:52.000,Resolve ticket,Value 132,complete,Value 13,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case226,Closed,Value 5,2011/05/12 17:00:30.000,Closed,Value 31,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case991,Start,Start,2011/05/13 13:28:23.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case991,Assign seriousness,Value 8,2011/05/13 13:28:23.000,Assign seriousness,Value 45,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case991,Take in charge ticket,Value 8,2011/05/13 13:29:05.000,Take in charge ticket,Value 45,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2692,Start,Start,2011/05/13 13:41:01.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2692,Assign seriousness,Value 8,2011/05/13 13:41:01.000,Assign seriousness,Value 53,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2692,Take in charge ticket,Value 8,2011/05/13 13:41:25.000,Take in charge ticket,Value 53,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2019,Start,Start,2011/05/13 14:03:21.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2019,Assign seriousness,Value 8,2011/05/13 14:03:21.000,Assign seriousness,Value 258,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2019,Take in charge ticket,Value 8,2011/05/13 14:03:33.000,Take in charge ticket,Value 258,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2019,Wait,Value 8,2011/05/13 14:13:31.000,Wait,Value 258,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case386,Wait,Value 2,2011/05/13 14:22:57.000,Wait,Value 107,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1241,Take in charge ticket,Value 2,2011/05/13 14:24:34.000,Take in charge ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case946,Start,Start,2011/05/13 14:25:53.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case946,Assign seriousness,Value 8,2011/05/13 14:25:53.000,Assign seriousness,Value 11,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case946,Take in charge ticket,Value 8,2011/05/13 14:27:33.000,Take in charge ticket,Value 11,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2692,Resolve ticket,Value 9,2011/05/13 14:33:18.000,Resolve ticket,Value 53,complete,Value 9,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case675,Wait,Value 9,2011/05/13 14:38:00.000,Wait,Value 213,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3920,Start,Start,2011/05/13 14:44:44.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3920,Assign seriousness,Value 8,2011/05/13 14:44:44.000,Assign seriousness,Value 22,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3920,Take in charge ticket,Value 8,2011/05/13 14:45:22.000,Take in charge ticket,Value 22,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case3451,Closed,Value 5,2011/05/15 15:30:23.000,Closed,Value 224,complete,Value 5,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case675,Take in charge ticket,Value 9,2011/05/16 08:25:37.000,Take in charge ticket,Value 213,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case675,Resolve ticket,Value 9,2011/05/16 08:57:25.000,Resolve ticket,Value 213,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case548,Start,Start,2011/05/16 09:10:57.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case548,Assign seriousness,Value 8,2011/05/16 09:10:57.000,Assign seriousness,Value 22,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case99,Resolve ticket,Value 13,2011/05/16 09:33:29.000,Resolve ticket,Value 9,complete,Value 13,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case445,Start,Start,2011/05/16 10:25:43.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case445,Assign seriousness,Value 8,2011/05/16 10:25:43.000,Assign seriousness,Value 16,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case445,Take in charge ticket,Value 8,2011/05/16 10:26:52.000,Take in charge ticket,Value 16,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2019,Take in charge ticket,Value 8,2011/05/16 10:42:25.000,Take in charge ticket,Value 258,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2019,Resolve ticket,Value 8,2011/05/16 10:42:31.000,Resolve ticket,Value 258,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case711,Resolve ticket,Value 17,2011/05/16 11:28:31.000,Resolve ticket,Value 92,complete,Value 17,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1390,Start,Start,2011/05/16 13:18:22.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1390,Assign seriousness,Value 8,2011/05/16 13:18:22.000,Assign seriousness,Value 65,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1390,Take in charge ticket,Value 8,2011/05/16 13:19:56.000,Take in charge ticket,Value 65,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case936,Start,Start,2011/05/16 13:24:53.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case936,Assign seriousness,Value 8,2011/05/16 13:24:53.000,Assign seriousness,Value 204,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case936,Take in charge ticket,Value 8,2011/05/16 13:25:23.000,Take in charge ticket,Value 204,complete,Value 8,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4380,Resolve ticket,Value 15,2011/05/16 13:43:01.000,Resolve ticket,Value 97,complete,Value 15,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2287,Start,Start,2011/05/16 14:00:46.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2287,Assign seriousness,Value 8,2011/05/16 14:00:46.000,Assign seriousness,Value 107,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case2287,Take in charge ticket,Value 8,2011/05/16 14:01:03.000,Take in charge ticket,Value 107,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case445,Resolve ticket,Value 9,2011/05/16 14:04:16.000,Resolve ticket,Value 16,complete,Value 9,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1841,Start,Start,2011/05/16 14:57:58.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1841,Assign seriousness,Value 8,2011/05/16 14:57:58.000,Assign seriousness,Value 184,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1841,Take in charge ticket,Value 8,2011/05/16 14:59:01.000,Take in charge ticket,Value 184,complete,Value 8,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case936,Wait,Value 13,2011/05/16 15:13:05.000,Wait,Value 204,complete,Value 13,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1390,Wait,Value 9,2011/05/16 15:59:19.000,Wait,Value 65,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case577,Resolve ticket,Value 10,2011/05/17 08:14:04.000,Resolve ticket,Value 18,complete,Value 10,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2287,Wait,Value 8,2011/05/17 08:45:25.000,Wait,Value 107,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case2710,Take in charge ticket,Value 2,2011/05/17 08:56:14.000,Take in charge ticket,Value 22,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2710,Resolve ticket,Value 2,2011/05/17 08:56:21.000,Resolve ticket,Value 22,complete,Value 2,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case386,Take in charge ticket,Value 2,2011/05/17 09:52:37.000,Take in charge ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case386,Resolve ticket,Value 2,2011/05/17 09:52:47.000,Resolve ticket,Value 107,complete,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case227,Start,Start,2011/05/17 10:14:34.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case227,Assign seriousness,Value 8,2011/05/17 10:14:34.000,Assign seriousness,Value 8,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case227,Take in charge ticket,Value 8,2011/05/17 10:14:52.000,Take in charge ticket,Value 8,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case936,Take in charge ticket,Value 13,2011/05/17 13:35:23.000,Take in charge ticket,Value 204,complete,Value 13,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case936,Resolve ticket,Value 13,2011/05/17 13:35:32.000,Resolve ticket,Value 204,complete,Value 13,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4273,Take in charge ticket,Value 2,2011/05/17 13:39:50.000,Take in charge ticket,Value 16,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case4273,Resolve ticket,Value 2,2011/05/17 13:39:58.000,Resolve ticket,Value 16,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 3,Value 1,Value 2
Case2935,Start,Start,2011/05/17 13:47:51.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2935,Assign seriousness,Value 8,2011/05/17 13:47:51.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2935,Take in charge ticket,Value 8,2011/05/17 13:48:18.000,Take in charge ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case2935,Resolve ticket,Value 8,2011/05/17 13:55:27.000,Resolve ticket,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case946,Resolve ticket,Value 13,2011/05/17 14:10:26.000,Resolve ticket,Value 11,complete,Value 13,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4401,Start,Start,2011/05/17 14:37:49.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4401,Assign seriousness,Value 8,2011/05/17 14:37:49.000,Assign seriousness,Value 18,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4401,Take in charge ticket,Value 8,2011/05/17 14:38:11.000,Take in charge ticket,Value 18,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case536,Closed,Value 5,2011/05/17 14:50:40.000,Closed,Value 96,complete,Value 5,Value 2,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case1241,Resolve ticket,Value 15,2011/05/17 14:58:46.000,Resolve ticket,Value 107,complete,Value 15,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1651,Resolve ticket,Value 12,2011/05/17 15:13:12.000,Resolve ticket,Value 8,complete,Value 12,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case4057,Start,Start,2011/05/17 15:32:51.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4057,Assign seriousness,Value 13,2011/05/17 15:32:51.000,Assign seriousness,Value 17,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4057,Take in charge ticket,Value 13,2011/05/17 15:33:01.000,Take in charge ticket,Value 17,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4057,Resolve ticket,Value 13,2011/05/17 15:34:44.000,Resolve ticket,Value 17,complete,Value 13,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2632,Closed,Value 5,2011/05/17 16:00:20.000,Closed,Value 309,complete,Value 5,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case4401,Resolve ticket,Value 8,2011/05/17 16:22:43.000,Resolve ticket,Value 18,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2902,Take in charge ticket,Value 2,2011/05/17 16:26:18.000,Take in charge ticket,Value 22,complete,Value 2,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case3138,Take in charge ticket,Value 9,2011/05/17 16:35:03.000,Take in charge ticket,Value 315,complete,Value 9,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2376,Take in charge ticket,Value 9,2011/05/17 16:35:34.000,Take in charge ticket,Value 68,complete,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2284,Closed,Value 5,2011/05/17 16:40:31.000,Closed,Value 71,complete,Value 5,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case1804,Closed,Value 5,2011/05/17 17:00:24.000,Closed,Value 44,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case991,Wait,Value 6,2011/05/18 08:02:46.000,Wait,Value 45,complete,Value 6,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case563,Start,Start,2011/05/18 08:07:11.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case563,Assign seriousness,Value 8,2011/05/18 08:07:11.000,Assign seriousness,Value 92,complete,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case3286,Start,Start,2011/05/18 08:21:25.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case3286,Assign seriousness,Value 8,2011/05/18 08:21:25.000,Assign seriousness,Value 158,complete,Value 8,Value 5,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case2655,Start,Start,2011/05/18 08:33:26.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2655,Assign seriousness,Value 8,2011/05/18 08:33:26.000,Assign seriousness,Value 163,complete,Value 8,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 2
Case3402,Closed,Value 5,2011/05/18 09:00:34.000,Closed,Value 83,complete,Value 5,Value 2,Value 1,Value 1,Value 1,Value 1,Value 1,Value 1
Case3455,Closed,Value 5,2011/05/18 09:00:40.000,Closed,Value 17,complete,Value 5,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case2015,Start,Start,2011/05/18 09:15:16.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case2015,Assign seriousness,Value 8,2011/05/18 09:15:16.000,Assign seriousness,Value 16,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2015,Take in charge ticket,Value 8,2011/05/18 09:15:41.000,Take in charge ticket,Value 16,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1174,Start,Start,2011/05/18 09:34:39.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1174,Assign seriousness,Value 8,2011/05/18 09:34:39.000,Assign seriousness,Value 43,complete,Value 8,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1174,Take in charge ticket,Value 8,2011/05/18 09:35:01.000,Take in charge ticket,Value 43,complete,Value 8,Value 2,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case4435,Start,Start,2011/05/18 09:45:27.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case4435,Assign seriousness,Value 8,2011/05/18 09:45:27.000,Assign seriousness,Value 22,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case4435,Take in charge ticket,Value 8,2011/05/18 09:45:53.000,Take in charge ticket,Value 22,complete,Value 8,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2015,Resolve ticket,Value 8,2011/05/18 10:02:34.000,Resolve ticket,Value 16,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1071,Start,Start,2011/05/18 10:38:14.000,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start,Start
Case1071,Assign seriousness,Value 8,2011/05/18 10:38:14.000,Assign seriousness,Value 218,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1071,Take in charge ticket,Value 8,2011/05/18 10:38:35.000,Take in charge ticket,Value 218,complete,Value 8,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case2185,Closed,Value 5,2011/05/18 11:00:43.000,Closed,Value 37,complete,Value 5,Value 12,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
